departure,arrival,flight_number,departure_time,arrival_time,remarks,period
ITM,HND,JAL 120,14:30,15:35,,20251026_20260105
ITM,HND,JAL 124,15:30,16:45,10月26日5分早発,20251026_20260105
ITM,HND,JAL 126,16:30,17:45,,20251026_20260105
ITM,HND,JAL 128,16:45,18:00,12月1日～1月5日5分遅発(到着は同時刻),20251026_20260105
ITM,HND,JAL 130,18:35,19:45,,20251026_20260105
ITM,HND,JAL 134,19:30,20:40,,20251026_20260105
ITM,HND,JAL 138,20:10,21:20,10月26日～11月30日5分早発,20251026_20260105
ITM,HND,JAL 104,07:25,08:40,,20260106_20260228
ITM,HND,JAL 106,08:30,09:35,,20260106_20260228
ITM,HND,JAL 110,09:35,10:40,,20260106_20260228
ITM,HND,JAL 112,10:45,11:55,1月6～31日15分早発,20260106_20260228
ITM,HND,JAL 114,11:30,12:40,,20260106_20260228
ITM,HND,JAL 116,12:30,13:40,,20260106_20260228
ITM,HND,JAL 118,13:40,14:50,,20260106_20260228
ITM,HND,JAL 120,14:30,15:35,,20260106_20260228
ITM,HND,JAL 124,15:25,16:40,,20260106_20260228
ITM,HND,JAL 126,16:30,17:45,,20260106_20260228
ITM,HND,JAL 128,16:50,18:00,,20260106_20260228
ITM,HND,JAL 130,18:20,19:30,,20260106_20260228
ITM,HND,JAL 134,19:30,20:40,,20260106_20260228
ITM,HND,JAL 138,20:10,21:20,,20260106_20260228
ITM,HND,JAL 104,07:30,08:40,,20260301_20260328
ITM,HND,JAL 106,08:25,09:35,,20260301_20260328
ITM,HND,JAL 110,09:30,10:40,,20260301_20260328
ITM,HND,JAL 112,10:35,11:45,3月1～12日10分遅発,20260301_20260328
ITM,HND,JAL 114,11:25,12:35,,20260301_20260328
ITM,HND,JAL 116,12:30,13:40,,20260301_20260328
ITM,HND,JAL 118,13:40,14:50,,20260301_20260328
ITM,HND,JAL 120,14:30,15:35,,20260301_20260328
ITM,HND,JAL 124,15:30,16:45,,20260301_20260328
ITM,HND,JAL 126,16:30,17:45,,20260301_20260328
ITM,HND,JAL 128,16:45,18:00,,20260301_20260328
ITM,HND,JAL 130,18:30,19:45,,20260301_20260328
ITM,HND,JAL 134,19:30,20:40,,20260301_20260328
ITM,HND,JAL 138,20:05,21:15,,20260301_20260328
ITM,OKA,JAL 2081,08:15,10:35,12月1日～1月5日5分遅着,20251026_20260105
ITM,OKA,JAL 2087,14:45,16:55,12月1日～1月5日5分遅着,20251026_20260105
ITM,OKA,JAL 2087,14:45,17:00,,20260106_20260228
ITM,OKA,JAL 2087,14:45,17:00,,20260301_20260328
ITM,CTS,JAL 3911,09:10,11:00,12月19日～1月5日運航,20251026_20260105
ITM,CTS,JAL 2005,11:45,13:30,,20251026_20260105
ITM,CTS,JAL 3917,13:30,15:15,12月19日～1月5日運航,20251026_20260105
ITM,CTS,JAL 2009,15:00,16:45,,20251026_20260105
ITM,CTS,JAL 2019,18:40,20:25,,20251026_20260105
ITM,CTS,JAL 3919,19:00,20:45,12月26日～1月5日運航,20251026_20260105
ITM,CTS,JAL 2005,11:45,13:30,,20260106_20260228
ITM,CTS,JAL 2007J-AIR運航,12:40,14:25,1月6～30日運休,20260106_20260228
ITM,CTS,JAL 2009,15:00,16:45,,20260106_20260228
ITM,CTS,JAL 2019,18:40,20:25,,20260106_20260228
ITM,CTS,JAL 2005,11:45,13:30,,20260301_20260328
ITM,CTS,JAL 2009,15:00,16:45,,20260301_20260328
ITM,CTS,JAL 2019,18:40,20:25,,20260301_20260328
ITM,FUK,JAL 2053J-AIR運航,09:20,10:35,12月1日～1月5日5分遅着,20251026_20260105
ITM,FUK,JAL 2057J-AIR運航,13:40,14:55,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
ITM,FUK,JAL 2061J-AIR運航,20:05,21:30,,20251026_20260105
ITM,FUK,JAL 2053J-AIR運航,09:20,10:40,,20260106_20260228
ITM,FUK,JAL 2057J-AIR運航,13:35,14:55,,20260106_20260228
ITM,FUK,JAL 2061J-AIR運航,20:05,21:30,,20260106_20260228
ITM,FUK,JAL 2053J-AIR運航,09:20,10:40,,20260301_20260328
ITM,FUK,JAL 2057J-AIR運航,13:40,14:55,,20260301_20260328
ITM,FUK,JAL 2061J-AIR運航,20:00,21:30,,20260301_20260328
HND,KIX,JAL 225,12:45,14:10,12月1日～1月5日5分遅着,20251026_20260105
HND,KIX,JAL 229,20:55,22:15,12月1日～1月5日5分遅着,20251026_20260105
HND,KIX,JAL 225,12:45,14:15,,20260106_20260228
HND,KIX,JAL 229,20:55,22:20,,20260106_20260228
HND,KIX,JAL 225,12:45,14:10,,20260301_20260328
HND,KIX,JAL 229,20:55,22:15,,20260301_20260328
HND,MMB,JAL 567,12:15,14:00,,20251026_20260105
HND,MMB,JAL 569,17:35,19:20,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,MMB,JAL 567,12:15,14:00,,20260106_20260228
HND,MMB,JAL 569,17:30,19:20,,20260106_20260228
HND,MMB,JAL 567,12:15,14:00,,20260301_20260328
HND,MMB,JAL 569,17:30,19:20,,20260301_20260328
HND,AKJ,JAL 553,11:10,12:50,,20251026_20260105
HND,AKJ,JAL 555,14:00,15:35,12月1日～1月5日5分遅着,20251026_20260105
HND,AKJ,JAL 557,17:20,19:05,12月26日～1月4日5分早発,20251026_20260105
HND,AKJ,JAL 553,11:10,12:50,,20260106_20260228
HND,AKJ,JAL 555,14:00,15:40,,20260106_20260228
HND,AKJ,JAL 557,17:15,19:00,1月6～31日10分早発,20260106_20260228
HND,AKJ,JAL 553,11:10,12:50,,20260301_20260328
HND,AKJ,JAL 555,14:00,15:35,3月1～12日5分遅発,20260301_20260328
HND,AKJ,JAL 557,17:15,19:05,3月1～12日5分早着,20260301_20260328
HND,KUH,JAL 543,12:45,14:30,10月26日～11月30日5分早着,20251026_20260105
HND,KUH,JAL 545,17:15,18:55,,20251026_20260105
HND,KUH,JAL 543,12:45,14:25,1月6～31日5分遅着,20260106_20260228
HND,KUH,JAL 545,17:15,18:55,,20260106_20260228
HND,KUH,JAL 543,12:45,14:30,,20260301_20260328
HND,KUH,JAL 545,17:05,18:50,,20260301_20260328
HND,OBO,JAL 575,11:00,12:35,10月26日5分早発10月27日～11月30日10分早発,20251026_20260105
HND,OBO,JAL 577,14:05,15:35,12月1日～1月5日5分遅着,20251026_20260105
HND,OBO,JAL 579,17:30,19:10,,20251026_20260105
HND,OBO,JAL 575,11:00,12:35,,20260106_20260228
HND,OBO,JAL 577,14:05,15:40,,20260106_20260228
HND,OBO,JAL 579,17:30,19:10,,20260106_20260228
HND,OBO,JAL 575,10:55,12:30,,20260301_20260328
HND,OBO,JAL 577,14:05,15:40,,20260301_20260328
HND,OBO,JAL 579,17:30,19:10,,20260301_20260328
HND,HKD,JAL 587,12:50,14:10,10月26日・12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,HKD,JAL 589,17:20,18:45,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,HKD,JAL 587,12:45,14:10,,20260106_20260228
HND,HKD,JAL 589,17:15,18:45,,20260106_20260228
HND,HKD,JAL 587,12:50,14:15,,20260301_20260328
HND,HKD,JAL 589,17:15,18:45,,20260301_20260328
HND,AOJ,JAL 143,09:50,11:10,10月26日5分早着10月27日～11月30日5分遅発(到着は同時刻),20251026_20260105
HND,AOJ,JAL 145,13:00,14:15,12月1日～1月5日5分遅発15分遅着,20251026_20260105
HND,AOJ,JAL 147,16:00,17:15,12月1日～1月5日5分遅着,20251026_20260105
HND,AOJ,JAL 149,18:45,20:05,10月26日5分早発12月1～25日・1月5日5分遅着12月26日～1月4日5分早発(到着は同時刻),20251026_20260105
HND,AOJ,JAL 151,19:40,21:00,10月26日～11月30日5分早着,20251026_20260105
HND,AOJ,JAL 143,09:55,11:15,1月6～31日5分早発,20260106_20260228
HND,AOJ,JAL 145,13:05,14:30,,20260106_20260228
HND,AOJ,JAL 147,16:30,17:50,,20260106_20260228
HND,AOJ,JAL 151,19:40,21:00,,20260106_20260228
HND,AOJ,JAL 143,09:50,11:05,,20260301_20260328
HND,AOJ,JAL 145,13:05,14:25,,20260301_20260328
HND,AOJ,JAL 147,16:00,17:20,,20260301_20260328
HND,AOJ,JAL 149,18:40,20:00,3月1～12日5分遅発,20260301_20260328
HND,AOJ,JAL 151,19:40,21:00,,20260301_20260328
HND,MSJ,JAL 155J-AIR運航,10:50,12:10,10月26日5分遅発,20251026_20260105
HND,MSJ,JAL 157J-AIR運航,14:50,16:05,12月1日～1月5日5分遅着,20251026_20260105
HND,MSJ,JAL 159,17:10,18:35,,20251026_20260105
HND,MSJ,JAL 155J-AIR運航,10:50,12:10,,20260106_20260228
HND,MSJ,JAL 157J-AIR運航,14:50,16:10,,20260106_20260228
HND,MSJ,JAL 159,17:10,18:35,,20260106_20260228
HND,MSJ,JAL 155J-AIR運航,10:45,12:10,,20260301_20260328
HND,MSJ,JAL 157J-AIR運航,14:50,16:10,,20260301_20260328
HND,MSJ,JAL 159,17:10,18:35,,20260301_20260328
HND,AXT,JAL 163J-AIR運航,10:35,11:50,,20251026_20260105
HND,AXT,JAL 165J-AIR運航,15:05,16:10,12月1日～1月5日5分遅着,20251026_20260105
HND,AXT,JAL 167J-AIR運航,19:15,20:25,,20251026_20260105
HND,AXT,JAL 163J-AIR運航,10:35,11:50,,20260106_20260228
HND,AXT,JAL 165J-AIR運航,15:05,16:15,,20260106_20260228
HND,AXT,JAL 167J-AIR運航,19:15,20:25,,20260106_20260228
HND,AXT,JAL 163J-AIR運航,10:35,11:45,,20260301_20260328
HND,AXT,JAL 165J-AIR運航,15:05,16:10,,20260301_20260328
HND,AXT,JAL 167J-AIR運航,19:15,20:20,,20260301_20260328
HND,GAJ,JAL 179J-AIR運航,17:30,18:30,12月1日～1月5日5分遅着,20251026_20260105
HND,GAJ,JAL 179J-AIR運航,17:30,18:35,,20260106_20260228
HND,GAJ,JAL 179J-AIR運航,17:30,18:35,,20260301_20260328
HND,KMQ,JAL 185,09:20,10:25,12月26日～1月4日5分遅着,20251026_20260105
HND,KMQ,JAL 187,13:05,14:10,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,KMQ,JAL 189,16:35,17:45,10月26日5分早着12月26日～1月4日5分遅着,20251026_20260105
HND,KMQ,JAL 191JTA運航,18:40,19:45,1月5日5分早発(到着は同時刻)10月26日5分遅発10月26日・12月26日～1月4日JAL運航12月1～25日5分遅着12月26日～1月4日5分遅発10分遅着,20251026_20260105
HND,KMQ,JAL 193,20:40,21:45,,20251026_20260105
HND,KMQ,JAL 185,09:20,10:25,,20260106_20260228
HND,KMQ,JAL 187,13:00,14:10,,20260106_20260228
HND,KMQ,JAL 189,16:35,17:45,,20260106_20260228
HND,KMQ,JAL 191JTA運航,18:40,19:50,1月6～31日5分早発,20260106_20260228
HND,KMQ,JAL 193,20:40,21:45,,20260106_20260228
HND,KMQ,JAL 185JTA運航,09:20,10:25,3月1～12日5分早着JAL運航,20260301_20260328
HND,KMQ,JAL 187JTA運航,13:00,14:05,3月1～12日JAL運航,20260301_20260328
HND,KMQ,JAL 189JTA運航,16:35,17:45,3月1～12日JAL運航,20260301_20260328
HND,KMQ,JAL 191,18:45,19:50,3月1～12日5分早発(到着は同時刻),20260301_20260328
HND,KMQ,JAL 193JTA運航,20:40,21:50,3月1～12日5分早着JAL運航,20260301_20260328
HND,NGO,JAL 209,19:55,21:00,,20251026_20260105
HND,NGO,JAL 209,19:55,21:00,,20260106_20260228
HND,NGO,JAL 209,19:55,21:00,,20260301_20260328
HND,SHM,JAL 215,11:45,13:00,,20251026_20260105
HND,SHM,JAL 219,16:20,17:30,12月1日～1月5日5分遅着,20251026_20260105
HND,SHM,JAL 215,11:45,13:00,,20260106_20260228
HND,SHM,JAL 219,16:20,17:35,,20260106_20260228
HND,SHM,JAL 215,11:45,13:00,,20260301_20260328
HND,SHM,JAL 219,16:20,17:30,,20260301_20260328
HND,OKJ,JAL 233,10:40,12:00,10月26日5分早発(到着は同時刻)12月1～25日・1月5日5分遅着12月26日～1月4日20分早発10分早着,20251026_20260105
HND,OKJ,JAL 237,14:40,16:00,10月26日10分早発5分早着12月26日～1月4日15分早発5分早着,20251026_20260105
HND,OKJ,JAL 239,17:30,18:55,12月1日～1月5日5分遅発,20251026_20260105
HND,OKJ,JAL 241,19:55,21:15,10月26日5分遅着12月26日～1月4日10分早発5分早着,20251026_20260105
HND,OKJ,JAL 233,10:40,12:05,,20260106_20260228
HND,OKJ,JAL 237,14:40,16:00,,20260106_20260228
HND,OKJ,JAL 239,17:35,19:00,,20260106_20260228
HND,OKJ,JAL 241,19:55,21:15,,20260106_20260228
HND,OKJ,JAL 233JTA運航,10:20,11:45,3月1～12日20分遅発JAL運航,20260301_20260328
HND,OKJ,JAL 237JTA運航,14:25,15:50,3月1～12日15分遅発10分遅着JAL運航,20260301_20260328
HND,OKJ,JAL 239,17:30,18:55,,20260301_20260328
HND,OKJ,JAL 241JTA運航,19:50,21:10,3月1～12日5分遅発JAL運航,20260301_20260328
HND,IZO,JAL 279,09:45,11:10,10月26日5分遅発12月1～25日・1月5日5分遅着12月26日～1月4日5分遅発10分遅着,20251026_20260105
HND,IZO,JAL 283,14:40,16:05,12月1～25日・1月5日5分遅着12月26日～1月4日5分遅発10分遅着,20251026_20260105
HND,IZO,JAL 285,16:30,18:00,12月1日～1月5日5分遅着,20251026_20260105
HND,IZO,JAL 287,18:10,19:40,12月1日～1月5日5分遅着,20251026_20260105
HND,IZO,JAL 279,09:45,11:15,,20260106_20260228
HND,IZO,JAL 283,14:40,16:10,,20260106_20260228
HND,IZO,JAL 285,16:25,18:00,,20260106_20260228
HND,IZO,JAL 287,18:10,19:45,,20260106_20260228
HND,IZO,JAL 279,09:50,11:15,3月1～12日5分早発,20260301_20260328
HND,IZO,JAL 283,14:45,16:10,3月1～12日5分早発,20260301_20260328
HND,IZO,JAL 285,16:30,18:05,,20260301_20260328
HND,IZO,JAL 287,18:10,19:45,,20260301_20260328
HND,HIJ,JAL 255,08:50,10:15,12月1日～1月5日5分遅着,20251026_20260105
HND,HIJ,JAL 257,10:05,11:30,,20251026_20260105
HND,HIJ,JAL 259,11:45,13:10,12月1日～1月5日15分早発10分早着,20251026_20260105
HND,HIJ,JAL 263,14:15,15:40,,20251026_20260105
HND,HIJ,JAL 265,17:55,19:30,,20251026_20260105
HND,HIJ,JAL 267,19:55,21:25,,20251026_20260105
HND,HIJ,JAL 255,08:50,10:20,,20260106_20260228
HND,HIJ,JAL 257,10:05,11:30,,20260106_20260228
HND,HIJ,JAL 259,11:30,13:00,,20260106_20260228
HND,HIJ,JAL 263,14:15,15:40,,20260106_20260228
HND,HIJ,JAL 265,18:30,20:05,,20260106_20260228
HND,HIJ,JAL 267,19:55,21:25,,20260106_20260228
HND,HIJ,JAL 255,08:50,10:20,,20260301_20260328
HND,HIJ,JAL 257,10:05,11:30,,20260301_20260328
HND,HIJ,JAL 259,11:45,13:10,,20260301_20260328
HND,HIJ,JAL 263,14:15,15:40,,20260301_20260328
HND,HIJ,JAL 265,17:55,19:30,,20260301_20260328
HND,HIJ,JAL 267,19:55,21:25,,20260301_20260328
HND,UBJ,JAL 293J-AIR運航,12:20,14:05,12月1日～1月5日5分遅着,20251026_20260105
HND,UBJ,JAL 295J-AIR運航,16:35,18:20,12月1日～1月5日5分遅着,20251026_20260105
HND,UBJ,JAL 297J-AIR運航,18:55,20:45,10月26日～11月30日5分早着,20251026_20260105
HND,UBJ,JAL 293J-AIR運航,12:20,14:10,,20260106_20260228
HND,UBJ,JAL 295J-AIR運航,16:35,18:25,1月6～30日5分早発(到着は同時刻),20260106_20260228
HND,UBJ,JAL 297J-AIR運航,18:55,20:45,1月6～31日10分遅発,20260106_20260228
HND,UBJ,JAL 293J-AIR運航,12:20,14:05,,20260301_20260328
HND,UBJ,JAL 295J-AIR運航,16:35,18:20,,20260301_20260328
HND,UBJ,JAL 297J-AIR運航,18:55,20:40,,20260301_20260328
HND,TKS,JAL 455,10:15,11:35,,20251026_20260105
HND,TKS,JAL 459,12:40,13:55,12月1日～1月5日10分早発5分早着,20251026_20260105
HND,TKS,JAL 461,15:40,16:55,12月1日～1月5日5分遅着,20251026_20260105
HND,TKS,JAL 463,18:30,19:45,12月1日～1月5日5分遅着,20251026_20260105
HND,TKS,JAL 465,19:35,20:55,10月26日～11月30日5分早着,20251026_20260105
HND,TKS,JAL 455,10:15,11:35,,20260106_20260228
HND,TKS,JAL 459,12:35,14:00,1月6～31日5分早発10分早着,20260106_20260228
HND,TKS,JAL 461,15:40,17:00,,20260106_20260228
HND,TKS,JAL 463,18:20,19:40,,20260106_20260228
HND,TKS,JAL 465,19:35,20:55,,20260106_20260228
HND,TKS,JAL 455,10:15,11:35,,20260301_20260328
HND,TKS,JAL 459,12:30,13:45,,20260301_20260328
HND,TKS,JAL 461,15:40,16:55,,20260301_20260328
HND,TKS,JAL 463,18:30,19:45,,20260301_20260328
HND,TKS,JAL 465,19:35,20:50,,20260301_20260328
HND,TAK,JAL 477,09:20,10:40,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,TAK,JAL 479,11:25,12:45,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,TAK,JAL 481,13:15,14:40,10月26日30分遅発25分遅着10月27日～11月30日5分早着,20251026_20260105
HND,TAK,JAL 483,15:00,16:20,12月1日～1月5日5分遅着,20251026_20260105
HND,TAK,JAL 485,18:05,19:30,10月27日～11月30日5分早着,20251026_20260105
HND,TAK,JAL 487,20:15,21:35,12月1日～1月5日5分遅着,20251026_20260105
HND,TAK,JAL 477,09:15,10:40,,20260106_20260228
HND,TAK,JAL 479,11:20,12:45,,20260106_20260228
HND,TAK,JAL 481,13:15,14:40,,20260106_20260228
HND,TAK,JAL 483,15:00,16:25,,20260106_20260228
HND,TAK,JAL 485,18:45,20:10,,20260106_20260228
HND,TAK,JAL 487,20:15,21:40,,20260106_20260228
HND,TAK,JAL 477,09:35,11:00,,20260301_20260328
HND,TAK,JAL 479,11:25,12:45,,20260301_20260328
HND,TAK,JAL 481,13:20,14:40,,20260301_20260328
HND,TAK,JAL 483,15:00,16:20,,20260301_20260328
HND,TAK,JAL 485,18:10,19:35,3月1～12日5分早発(到着は同時刻),20260301_20260328
HND,TAK,JAL 487,20:15,21:35,,20260301_20260328
HND,KCZ,JAL 493,09:35,11:00,12月1日～1月5日5分遅着,20251026_20260105
HND,KCZ,JAL 495,13:40,15:10,10月26日10分早発15分早着10月27日～11月30日5分早着,20251026_20260105
HND,KCZ,JAL 497,16:40,18:05,12月1日～1月5日5分遅着,20251026_20260105
HND,KCZ,JAL 499,18:55,20:20,12月1日～1月5日5分遅着,20251026_20260105
HND,KCZ,JAL 493,09:35,11:05,,20260106_20260228
HND,KCZ,JAL 495,13:40,15:10,1月6～31日5分早発,20260106_20260228
HND,KCZ,JAL 497,16:40,18:10,,20260106_20260228
HND,KCZ,JAL 499,18:55,20:25,,20260106_20260228
HND,KCZ,JAL 493,09:15,10:45,,20260301_20260328
HND,KCZ,JAL 495,13:35,15:00,,20260301_20260328
HND,KCZ,JAL 497,16:40,18:10,,20260301_20260328
HND,KCZ,JAL 499,18:55,20:20,,20260301_20260328
HND,MYJ,JAL 433,09:40,11:15,12月1日～1月5日5分遅着,20251026_20260105
HND,MYJ,JAL 435,12:05,13:40,,20251026_20260105
HND,MYJ,JAL 437,15:20,16:50,12月1日～1月5日5分遅着,20251026_20260105
HND,MYJ,JAL 439,16:25,18:00,,20251026_20260105
HND,MYJ,JAL 443,19:40,21:10,12月1日～1月5日5分遅着,20251026_20260105
HND,MYJ,JAL 433,09:40,11:20,,20260106_20260228
HND,MYJ,JAL 435,12:05,13:40,1月6～31日5分遅発,20260106_20260228
HND,MYJ,JAL 437,15:25,17:00,,20260106_20260228
HND,MYJ,JAL 439,16:00,17:35,,20260106_20260228
HND,MYJ,JAL 443,19:40,21:15,,20260106_20260228
HND,MYJ,JAL 433,09:40,11:15,,20260301_20260328
HND,MYJ,JAL 435,12:05,13:40,,20260301_20260328
HND,MYJ,JAL 437,15:25,17:00,,20260301_20260328
HND,MYJ,JAL 439,16:25,18:00,3月1～12日5分遅着,20260301_20260328
HND,MYJ,JAL 443,19:40,21:10,,20260301_20260328
HND,KKJ,JAL 375,13:30,15:15,10月26日5分早発,20251026_20260105
HND,KKJ,JAL 377,18:25,20:15,10月26日～11月30日5分早着,20251026_20260105
HND,KKJ,JAL 375,13:30,15:15,,20260106_20260228
HND,KKJ,JAL 377,18:25,20:15,,20260106_20260228
HND,KKJ,JAL 375,13:30,15:15,,20260301_20260328
HND,KKJ,JAL 377,18:25,20:10,,20260301_20260328
HND,OIT,JAL 663,09:30,11:10,12月1日～1月5日5分遅着,20251026_20260105
HND,OIT,JAL 665,12:10,13:55,,20251026_20260105
HND,OIT,JAL 667,14:35,16:15,12月1～25日・1月5日5分早発(到着は同時刻)12月26日～1月4日5分遅着,20251026_20260105
HND,OIT,JAL 669,16:55,18:40,12月1～25日10分遅発12月26日～1月5日10分早発,20251026_20260105
HND,OIT,JAL 671,19:55,21:40,10月26日～11月30日5分早着,20251026_20260105
HND,OIT,JAL 663,09:30,11:15,,20260106_20260228
HND,OIT,JAL 665,12:10,13:55,1月6～31日5分早発,20260106_20260228
HND,OIT,JAL 667,14:25,16:10,,20260106_20260228
HND,OIT,JAL 669,16:55,18:40,,20260106_20260228
HND,OIT,JAL 671,19:55,21:40,,20260106_20260228
HND,OIT,JAL 663,09:30,11:15,,20260301_20260328
HND,OIT,JAL 665,12:10,13:55,,20260301_20260328
HND,OIT,JAL 667,14:35,16:15,,20260301_20260328
HND,OIT,JAL 669,16:50,18:35,,20260301_20260328
HND,OIT,JAL 671,19:55,21:35,,20260301_20260328
HND,NGS,JAL 607,09:30,11:30,10月26日10分遅発12月1～25日・1月5日5分遅着12月26日～1月4日10分遅発15分遅着,20251026_20260105
HND,NGS,JAL 609,12:30,14:25,12月1日～1月5日10分遅着,20251026_20260105
HND,NGS,JAL 611,14:05,16:05,12月1日～1月5日5分遅着,20251026_20260105
HND,NGS,JAL 613,17:45,19:50,12月1日～1月5日5分遅着,20251026_20260105
HND,NGS,JAL 615,19:10,21:15,10月26日～11月30日5分早発10分早着,20251026_20260105
HND,NGS,JAL 607,09:40,11:40,3月1～12日10分早発,20260301_20260328
HND,NGS,JAL 609,12:30,14:30,,20260301_20260328
HND,NGS,JAL 611,14:05,16:05,,20260301_20260328
HND,NGS,JAL 613,17:45,19:55,,20260301_20260328
HND,NGS,JAL 615,19:05,21:05,,20260301_20260328
HND,KMJ,JAL 625,08:05,09:55,12月1日～1月5日5分遅着,20251026_20260105
HND,KMJ,JAL 627,10:10,12:00,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,KMJ,JAL 629,11:30,13:25,,20251026_20260105
HND,KMJ,JAL 631,13:15,15:00,12月1日～1月5日5分遅着,20251026_20260105
HND,KMJ,JAL 633,15:05,16:50,12月1日～1月5日5分遅着,20251026_20260105
HND,KMJ,JAL 637,17:45,19:40,12月1日～1月5日5分遅着,20251026_20260105
HND,KMJ,JAL 639,19:00,20:50,12月1日～1月5日5分遅着,20251026_20260105
HND,KMJ,JAL 625,08:05,10:00,,20260106_20260228
HND,KMJ,JAL 627,10:05,12:00,,20260106_20260228
HND,KMJ,JAL 629,11:30,13:25,,20260106_20260228
HND,KMJ,JAL 631,13:15,15:05,,20260106_20260228
HND,KMJ,JAL 633,15:05,16:55,,20260106_20260228
HND,KMJ,JAL 637,17:45,19:45,,20260106_20260228
HND,KMJ,JAL 639,19:00,20:55,,20260106_20260228
HND,KMJ,JAL 625,08:05,10:00,,20260301_20260328
HND,KMJ,JAL 627,10:10,12:05,,20260301_20260328
HND,KMJ,JAL 629,11:30,13:25,,20260301_20260328
HND,KMJ,JAL 631,13:15,15:05,,20260301_20260328
HND,KMJ,JAL 633,15:05,16:55,,20260301_20260328
HND,KMJ,JAL 637,17:45,19:40,,20260301_20260328
HND,KMJ,JAL 639,19:00,20:55,,20260301_20260328
HND,KMI,JAL 689J-AIR運航,10:00,11:50,12月1日～1月5日10分早発5分早着,20251026_20260105
HND,KMI,JAL 691J-AIR運航,11:35,13:25,,20251026_20260105
HND,KMI,JAL 693J-AIR運航,14:30,16:20,,20251026_20260105
HND,KMI,JAL 695,17:05,18:50,12月1～25日20分早発15分早着12月26日～1月5日5分遅着,20251026_20260105
HND,KMI,JAL 697J-AIR運航,18:40,20:30,,20251026_20260105
HND,KMI,JAL 689J-AIR運航,09:50,11:45,,20260106_20260228
HND,KMI,JAL 691J-AIR運航,11:40,13:30,,20260106_20260228
HND,KMI,JAL 693J-AIR運航,14:30,16:20,,20260106_20260228
HND,KMI,JAL 695,17:05,19:00,1月6～31日15分遅発10分遅着,20260106_20260228
HND,KMI,JAL 697J-AIR運航,18:40,20:30,,20260106_20260228
HND,KMI,JAL 689J-AIR運航,10:00,11:50,,20260301_20260328
HND,KMI,JAL 691J-AIR運航,11:35,13:25,,20260301_20260328
HND,KMI,JAL 693J-AIR運航,14:30,16:20,3月1～12日5分早発,20260301_20260328
HND,KMI,JAL 695,17:15,19:05,,20260301_20260328
HND,KMI,JAL 697J-AIR運航,18:40,20:30,,20260301_20260328
HND,KOJ,JAL 643,08:05,09:55,12月1日～1月5日5分遅着,20251026_20260105
HND,KOJ,JAL 645,10:05,11:55,12月1日～1月5日5分遅着,20251026_20260105
HND,KOJ,JAL 647,11:55,13:50,12月1～25日・1月5日5分遅着12月26日～1月4日5分早発5分遅着,20251026_20260105
HND,KOJ,JAL 649,14:05,15:55,12月1日～1月5日5分遅着,20251026_20260105
HND,KOJ,JAL 651,15:40,17:30,12月1日～1月5日5分早発(到着は同時刻),20251026_20260105
HND,KOJ,JAL 653,18:20,20:15,12月1日～1月5日5分遅着,20251026_20260105
HND,KOJ,JAL 655,19:25,21:20,12月1日～1月5日5分遅着,20251026_20260105
HND,KOJ,JAL 643,08:05,10:00,,20260106_20260228
HND,KOJ,JAL 645,10:05,12:00,,20260106_20260228
HND,KOJ,JAL 647,11:55,13:55,1月6～31日5分早発(到着は同時刻),20260106_20260228
HND,KOJ,JAL 649,14:05,16:00,,20260106_20260228
HND,KOJ,JAL 651,15:35,17:30,,20260106_20260228
HND,KOJ,JAL 653,18:20,20:20,,20260106_20260228
HND,KOJ,JAL 655,19:25,21:25,,20260106_20260228
HND,KOJ,JAL 643,08:05,10:00,,20260301_20260328
HND,KOJ,JAL 645,10:05,11:55,,20260301_20260328
HND,KOJ,JAL 647,11:55,13:50,,20260301_20260328
HND,KOJ,JAL 649,14:05,15:55,3月1～12日10分遅発,20260301_20260328
HND,KOJ,JAL 651,15:35,17:30,,20260301_20260328
HND,KOJ,JAL 653,18:20,20:15,,20260301_20260328
HND,KOJ,JAL 655,19:25,21:20,,20260301_20260328
HND,ISG,JAL 973JTA運航,14:35,18:05,10月26日5分早着10月26日・12月26日～1月4日JAL運航12月1～25日・1月5日10分遅着12月26日～1月4日5分遅着,20251026_20260105
HND,ISG,JAL 973JTA運航,14:35,18:15,2月1～28日5分早着,20260106_20260228
HND,ISG,JAL 973,14:35,17:55,3月1～12日10分遅着,20260301_20260328
HND,NGS,JAL 607,09:30,11:35,,20260106_20260228
HND,NGS,JAL 609,12:30,14:35,,20260106_20260228
HND,NGS,JAL 611,14:05,16:10,,20260106_20260228
HND,NGS,JAL 613,17:45,19:55,,20260106_20260228
HND,NGS,JAL 615,19:10,21:15,,20260106_20260228
NRT,NGO,JAL 3087,18:30,19:45,,20251026_20260105
NRT,NGO,JAL 3087,18:30,19:45,,20260106_20260228
NRT,NGO,JAL 3087,18:30,19:45,,20260301_20260328
