departure,arrival,flight_number,departure_time,arrival_time,remarks,period
HND,ASJ,JAL 659,11:15,13:35,12月1日～1月5日10分遅着,20251026_20260105
HND,ASJ,JAL 658,14:30,16:25,,20251026_20260105
HND,ASJ,JAL 659,11:15,13:45,,20260106_20260228
HND,ASJ,JAL 658,14:30,16:25,,20260106_20260228
HND,ASJ,JAL 659,11:15,13:35,,20260301_20260328
HND,ASJ,JAL 658,14:25,16:25,,20260301_20260328
HND,MMY,JAL 933JTA運航,10:45,14:05,1月5日5分遅発10分遅着10月26日5分遅発(到着は同時刻)10月26日・12月26日～1月4日JAL運航12月1～25日10分遅着12月26日～1月4日5分遅着,20251026_20260105
HND,MMY,JAL 934JTA運航,14:55,17:35,10月26日5分早発10月26日・12月26日～1月4日JAL運航12月1～25日・1月5日5分遅発(到着は同時刻)12月26日～1月4日5分早着,20251026_20260105
HND,MMY,JAL 933JTA運航,10:50,14:20,1月6～31日5分早着,20260106_20260228
HND,MMY,JAL 934JTA運航,15:00,17:35,,20260106_20260228
HND,MMY,JAL 933,10:50,14:05,3月1～12日10分遅着,20260301_20260328
HND,MMY,JAL 934,14:50,17:25,3月1～12日5分遅発10分遅着,20260301_20260328
NRT,ITM,JAL 3009,18:25,19:50,12月1日～1月5日5分遅着,20251026_20260105
NRT,ITM,JAL 3006,14:40,16:00,,20251026_20260105
NRT,ITM,JAL 3009,18:25,19:55,,20260106_20260228
NRT,ITM,JAL 3006,14:40,16:00,,20260106_20260228
NRT,ITM,JAL 3009,18:25,19:50,,20260301_20260328
NRT,ITM,JAL 3006,14:35,16:00,,20260301_20260328
ITM,NRT,JAL 3006,14:40,16:00,,20251026_20260105
ITM,NRT,JAL 3009,18:25,19:50,12月1日～1月5日5分遅着,20251026_20260105
ITM,NRT,JAL 3006,14:40,16:00,,20260106_20260228
ITM,NRT,JAL 3009,18:25,19:55,,20260106_20260228
ITM,NRT,JAL 3006,14:35,16:00,,20260301_20260328
ITM,NRT,JAL 3009,18:25,19:50,,20260301_20260328
ITM,HKD,JAL 2123J-AIR運航,11:10,12:40,12月1日～1月5日35分遅発,20251026_20260105
ITM,HKD,JAL 2124J-AIR運航,13:10,14:55,12月1日～1月5日40分遅発,20251026_20260105
ITM,HKD,JAL 2123J-AIR運航,11:45,13:15,,20260106_20260228
ITM,HKD,JAL 2124J-AIR運航,13:50,15:35,,20260106_20260228
ITM,HKD,JAL 2123J-AIR運航,11:05,12:40,,20260301_20260328
ITM,HKD,JAL 2124J-AIR運航,13:10,14:55,,20260301_20260328
ITM,OKI,JAL 2331J-AIR運航,14:45,15:35,,20251026_20260105
ITM,OKI,JAL 2332J-AIR運航,16:05,16:45,,20251026_20260105
ITM,OKI,JAL 2331J-AIR運航,14:45,15:35,,20260106_20260228
ITM,OKI,JAL 2332J-AIR運航,16:05,16:45,,20260106_20260228
ITM,OKI,JAL 2331J-AIR運航,14:40,15:30,,20260301_20260328
ITM,OKI,JAL 2332J-AIR運航,16:00,16:40,,20260301_20260328
ITM,TNE,JAL 2457J-AIR運航,13:10,14:30,12月27日～1月4日の月・火・木・土・日曜運航,20251026_20260105
ITM,TNE,JAL 2456J-AIR運航,15:05,16:10,12月27日～1月4日の月・火・木・土・日曜運航,20251026_20260105
ITM,KUM,JAL 2451JAC運航,11:25,13:15,,20251026_20260105
ITM,KUM,JAL 2450JAC運航,14:40,16:15,1月1～5日5分早着,20251026_20260105
ITM,KUM,JAL 2451JAC運航,11:25,13:15,,20260106_20260228
ITM,KUM,JAL 2450JAC運航,14:40,16:15,1月6～31日5分早着,20260106_20260228
ITM,KUM,JAL 2451JAC運航,11:25,13:15,,20260301_20260328
ITM,KUM,JAL 2450JAC運航,14:40,16:15,,20260301_20260328
ITM,TKN,JAL 2471J-AIR運航,11:45,13:45,12月31日・1月2日運航,20251026_20260105
ITM,TKN,JAL 2470J-AIR運航,14:15,15:45,12月31日・1月2日運航,20251026_20260105
CTS,GAJ,JAL 4491FDA運航,12:40,14:00,,20251026_20260105
CTS,GAJ,JAL 4490FDA運航,10:55,12:05,,20251026_20260105
CTS,GAJ,JAL 4491FDA運航,12:40,14:00,,20260106_20260228
CTS,GAJ,JAL 4490FDA運航,10:55,12:05,,20260106_20260228
CTS,GAJ,JAL 4491FDA運航,12:40,14:00,,20260301_20260328
CTS,GAJ,JAL 4490FDA運航,10:55,12:05,,20260301_20260328
CTS,MMJ,JAL 4353FDA運航,15:25,17:10,,20251026_20260105
CTS,MMJ,JAL 4352FDA運航,12:20,13:55,,20251026_20260105
CTS,MMJ,JAL 4353FDA運航,15:25,17:10,,20260106_20260228
CTS,MMJ,JAL 4352FDA運航,12:20,13:55,,20260106_20260228
CTS,MMJ,JAL 4353FDA運航,15:25,17:10,,20260301_20260328
CTS,MMJ,JAL 4352FDA運航,12:20,13:55,,20260301_20260328
CTS,FSZ,JAL 4324FDA運航,14:35,16:40,,20251026_20260105
CTS,FSZ,JAL 4323FDA運航,13:00,14:50,,20251026_20260105
CTS,FSZ,JAL 4324FDA運航,14:35,16:40,,20260106_20260228
CTS,FSZ,JAL 4323FDA運航,13:00,14:50,,20260106_20260228
CTS,FSZ,JAL 4324FDA運航,14:35,16:40,,20260301_20260328
CTS,FSZ,JAL 4323FDA運航,13:00,14:50,,20260301_20260328
CTS,HIJ,JAL 3406,15:00,17:10,12月1日～1月5日5分遅着,20251026_20260105
CTS,HIJ,JAL 3403,10:55,12:50,12月1日～1月5日5分遅発,20251026_20260105
CTS,HIJ,JAL 3406,15:00,17:15,,20260106_20260228
CTS,HIJ,JAL 3403,11:00,12:55,,20260106_20260228
CTS,HIJ,JAL 3406,15:00,17:10,,20260301_20260328
CTS,HIJ,JAL 3403,11:00,12:55,,20260301_20260328
FUK,HNA,JAL 4525FDA運航,13:30,15:25,,20251026_20260105
FUK,HNA,JAL 4524FDA運航,13:55,16:20,,20251026_20260105
FUK,HNA,JAL 4525FDA運航,13:30,15:25,,20260106_20260228
FUK,HNA,JAL 4524FDA運航,13:55,16:20,,20260106_20260228
FUK,HNA,JAL 4525FDA運航,13:30,15:25,,20260301_20260328
FUK,HNA,JAL 4524FDA運航,13:55,16:20,,20260301_20260328
FUK,KIJ,JAL 4477FDA運航,15:55,17:35,,20251026_20260105
FUK,KIJ,JAL 4476FDA運航,12:40,14:45,,20251026_20260105
FUK,KIJ,JAL 4477FDA運航,15:55,17:35,,20260106_20260228
FUK,KIJ,JAL 4476FDA運航,12:40,14:45,,20260106_20260228
FUK,KIJ,JAL 4477FDA運航,15:55,17:35,,20260301_20260328
FUK,KIJ,JAL 4476FDA運航,12:40,14:45,,20260301_20260328
FUK,KOJ,JAL 3653JAC運航,14:20,15:15,,20251026_20260105
FUK,KOJ,JAL 3654JAC運航,15:55,16:55,,20251026_20260105
FUK,KOJ,JAL 3653JAC運航,14:20,15:15,,20260106_20260228
FUK,KOJ,JAL 3654JAC運航,15:55,16:55,,20260106_20260228
FUK,KOJ,JAL 3653JAC運航,14:20,15:15,,20260301_20260328
FUK,KOJ,JAL 3654JAC運航,15:55,16:55,,20260301_20260328
FUK,KUM,JAL 3673JAC運航,12:55,14:10,,20251026_20260105
FUK,KUM,JAL 3676JAC運航,12:25,13:40,,20251026_20260105
FUK,KUM,JAL 3673JAC運航,12:55,14:10,,20260106_20260228
FUK,KUM,JAL 3676JAC運航,12:25,13:40,,20260106_20260228
FUK,KUM,JAL 3673JAC運航,12:55,14:10,,20260301_20260328
FUK,KUM,JAL 3676JAC運航,12:25,13:40,,20260301_20260328
FUK,ASJ,JAL 3681J-AIR運航,07:05,08:15,12月1日～1月5日5分遅着,20251026_20260105
FUK,ASJ,JAL 3684J-AIR運航,18:10,19:35,12月1日～1月5日5分遅発,20251026_20260105
FUK,ASJ,JAL 3681J-AIR運航,07:05,08:20,,20260106_20260228
FUK,ASJ,JAL 3684J-AIR運航,18:15,19:40,,20260106_20260228
FUK,ASJ,JAL 3681J-AIR運航,07:05,08:15,,20260301_20260328
FUK,ASJ,JAL 3684J-AIR運航,18:10,19:35,,20260301_20260328
OKA,ASJ,JAL 3867JAC運航,13:50,14:50,,20251026_20260105
OKA,ASJ,JAL 3867JAC運航,13:50,14:50,,20260106_20260228
OKA,ASJ,JAL 3867JAC運航,13:50,14:50,,20260301_20260328
OKA,OKE,JAL 3715JAC運航,14:30,15:15,,20251026_20260105
OKA,OKE,JAL 3716JAC運航,12:55,13:45,,20251026_20260105
OKA,OKE,JAL 3715JAC運航,14:30,15:15,,20260106_20260228
OKA,OKE,JAL 3716JAC運航,12:55,13:45,,20260106_20260228
OKA,OKE,JAL 3715JAC運航,14:30,15:15,,20260301_20260328
OKA,OKE,JAL 3716JAC運航,12:55,13:45,,20260301_20260328
OKD,OIR,JAL 2895HAC運航,11:25,12:15,10月26日～11月30日の金・日曜運航,20251026_20260105
OKD,OIR,JAL 2894HAC運航,12:45,13:35,10月26日～11月30日の金・日曜運航,20251026_20260105
OKD,MSJ,JAL 2817HAC運航,11:40,12:40,10月26・31日～11月2・7～9・14～16・21～23・28～30日・12月5～7・12～14・19～21・26日～1月4日運航11月29日1時間25分遅発12月6日55分遅発,20251026_20260105
OKD,MSJ,JAL 2816HAC運航,13:10,14:05,10月26・31日～11月2・7～9・14～16・21～23・28～30日・12月5～7・12～14・19～21・26日～1月4日運航11月29日1時間25分遅発12月6日55分遅発,20251026_20260105
OKD,MSJ,JAL 2817HAC運航,11:40,12:40,1月6～8・12～15・19～22・26～29日・2月2・3・12・16～19・23～26日運休2月7～28日の土曜55分遅発,20260106_20260228
OKD,MSJ,JAL 2816HAC運航,13:10,14:05,1月6～8・12～15・19～22・26～29日・2月2・3・12・16～19・23～26日運休2月7～28日の土曜55分遅発,20260106_20260228
OKD,MSJ,JAL 2817HAC運航,11:40,12:40,金・土・日曜運航,20260301_20260328
OKD,MSJ,JAL 2816HAC運航,13:10,14:05,金・土・日曜運航,20260301_20260328
HKD,ITM,JAL 2124J-AIR運航,13:10,14:55,12月1日～1月5日40分遅発,20251026_20260105
HKD,ITM,JAL 2123J-AIR運航,11:10,12:40,12月1日～1月5日35分遅発,20251026_20260105
HKD,ITM,JAL 2124J-AIR運航,13:50,15:35,,20260106_20260228
HKD,ITM,JAL 2123J-AIR運航,11:45,13:15,,20260106_20260228
HKD,ITM,JAL 2124J-AIR運航,13:10,14:55,,20260301_20260328
HKD,ITM,JAL 2123J-AIR運航,11:05,12:40,,20260301_20260328
HKD,OIR,JAL 2891HAC運航,11:20,11:50,10月26・31日・11月の金・日曜運休10月27日～11月29日の月・火・水・木・土曜25分遅発,20251026_20260105
HKD,OIR,JAL 2890HAC運航,12:20,12:50,10月26・31日・11月の金・日曜運休10月27日～11月29日の月・火・水・木・土曜25分遅発,20251026_20260105
HKD,OIR,JAL 2891HAC運航,11:20,11:50,,20260106_20260228
HKD,OIR,JAL 2890HAC運航,12:20,12:50,,20260106_20260228
HKD,OIR,JAL 2891HAC運航,11:45,12:15,,20260301_20260328
HKD,OIR,JAL 2890HAC運航,12:45,13:15,,20260301_20260328
OIR,HKD,JAL 2890HAC運航,12:20,12:50,10月26・31日・11月の金・日曜運休10月27日～11月29日の月・火・水・木・土曜25分遅発,20251026_20260105
OIR,HKD,JAL 2891HAC運航,11:20,11:50,10月26・31日・11月の金・日曜運休10月27日～11月29日の月・火・水・木・土曜25分遅発,20251026_20260105
OIR,HKD,JAL 2890HAC運航,12:20,12:50,,20260106_20260228
OIR,HKD,JAL 2891HAC運航,11:20,11:50,,20260106_20260228
OIR,HKD,JAL 2890HAC運航,12:45,13:15,,20260301_20260328
OIR,HKD,JAL 2891HAC運航,11:45,12:15,,20260301_20260328
AOJ,UKB,JAL 4500FDA運航,11:00,12:50,12月27日～1月5日運航,20251026_20260105
AOJ,UKB,JAL 4501FDA運航,17:05,18:40,12月27日～1月5日運航,20251026_20260105
MSJ,OKD,JAL 2816HAC運航,13:10,14:05,10月26・31日～11月2・7～9・14～16・21～23・28～30日・12月5～7・12～14・19～21・26日～1月4日運航11月29日1時間25分遅発12月6日55分遅発,20251026_20260105
MSJ,OKD,JAL 2817HAC運航,11:40,12:40,10月26・31日～11月2・7～9・14～16・21～23・28～30日・12月5～7・12～14・19～21・26日～1月4日運航11月29日1時間25分遅発12月6日55分遅発,20251026_20260105
MSJ,OKD,JAL 2816HAC運航,13:10,14:05,1月6～8・12～15・19～22・26～29日・2月2・3・12・16～19・23～26日運休2月7～28日の土曜55分遅発,20260106_20260228
MSJ,OKD,JAL 2817HAC運航,11:40,12:40,1月6～8・12～15・19～22・26～29日・2月2・3・12・16～19・23～26日運休2月7～28日の土曜55分遅発,20260106_20260228
MSJ,OKD,JAL 2816HAC運航,13:10,14:05,金・土・日曜運航,20260301_20260328
MSJ,OKD,JAL 2817HAC運航,11:40,12:40,金・土・日曜運航,20260301_20260328
HNA,FUK,JAL 4524FDA運航,13:55,16:20,,20251026_20260105
HNA,FUK,JAL 4525FDA運航,13:30,15:25,,20251026_20260105
HNA,FUK,JAL 4524FDA運航,13:55,16:20,,20260106_20260228
HNA,FUK,JAL 4525FDA運航,13:30,15:25,,20260106_20260228
HNA,FUK,JAL 4524FDA運航,13:55,16:20,,20260301_20260328
HNA,FUK,JAL 4525FDA運航,13:30,15:25,,20260301_20260328
GAJ,CTS,JAL 4490FDA運航,10:55,12:05,,20251026_20260105
GAJ,CTS,JAL 4491FDA運航,12:40,14:00,,20251026_20260105
GAJ,CTS,JAL 4490FDA運航,10:55,12:05,,20260106_20260228
GAJ,CTS,JAL 4491FDA運航,12:40,14:00,,20260106_20260228
GAJ,CTS,JAL 4490FDA運航,10:55,12:05,,20260301_20260328
GAJ,CTS,JAL 4491FDA運航,12:40,14:00,,20260301_20260328
KIJ,FUK,JAL 4476FDA運航,12:40,14:45,,20251026_20260105
KIJ,FUK,JAL 4477FDA運航,15:55,17:35,,20251026_20260105
KIJ,FUK,JAL 4476FDA運航,12:40,14:45,,20260106_20260228
KIJ,FUK,JAL 4477FDA運航,15:55,17:35,,20260106_20260228
KIJ,FUK,JAL 4476FDA運航,12:40,14:45,,20260301_20260328
KIJ,FUK,JAL 4477FDA運航,15:55,17:35,,20260301_20260328
MMJ,CTS,JAL 4352FDA運航,12:20,13:55,,20251026_20260105
MMJ,CTS,JAL 4353FDA運航,15:25,17:10,,20251026_20260105
MMJ,CTS,JAL 4352FDA運航,12:20,13:55,,20260106_20260228
MMJ,CTS,JAL 4353FDA運航,15:25,17:10,,20260106_20260228
MMJ,CTS,JAL 4352FDA運航,12:20,13:55,,20260301_20260328
MMJ,CTS,JAL 4353FDA運航,15:25,17:10,,20260301_20260328
FSZ,CTS,JAL 4323FDA運航,13:00,14:50,,20251026_20260105
FSZ,CTS,JAL 4324FDA運航,14:35,16:40,,20251026_20260105
FSZ,CTS,JAL 4323FDA運航,13:00,14:50,,20260106_20260228
FSZ,CTS,JAL 4324FDA運航,14:35,16:40,,20260106_20260228
FSZ,CTS,JAL 4323FDA運航,13:00,14:50,,20260301_20260328
FSZ,CTS,JAL 4324FDA運航,14:35,16:40,,20260301_20260328
FSZ,IZO,JAL 4337FDA運航,09:05,10:25,,20251026_20260105
FSZ,IZO,JAL 4336FDA運航,11:10,12:20,,20251026_20260105
FSZ,IZO,JAL 4337FDA運航,09:05,10:25,,20260106_20260228
FSZ,IZO,JAL 4336FDA運航,11:10,12:20,,20260106_20260228
FSZ,IZO,JAL 4337FDA運航,09:05,10:25,,20260301_20260328
FSZ,IZO,JAL 4336FDA運航,11:10,12:20,,20260301_20260328
FSZ,KMJ,JAL 4301FDA運航,08:30,10:25,12月30・31日・1月2～5日運航,20251026_20260105
FSZ,KMJ,JAL 4302FDA運航,17:25,18:45,12月30日・1月1～5日運航,20251026_20260105
FSZ,KOJ,JAL 4305FDA運航,12:05,13:55,,20251026_20260105
FSZ,KOJ,JAL 4306FDA運航,14:25,15:50,,20251026_20260105
FSZ,KOJ,JAL 4305FDA運航,12:05,13:55,,20260106_20260228
FSZ,KOJ,JAL 4306FDA運航,14:25,15:50,,20260106_20260228
FSZ,KOJ,JAL 4305FDA運航,12:05,13:55,,20260301_20260328
FSZ,KOJ,JAL 4306FDA運航,14:25,15:50,,20260301_20260328
NGO,IZO,JAL 4521FDA運航,10:40,11:45,,20251026_20260105
NGO,IZO,JAL 4522FDA運航,12:20,13:20,,20251026_20260105
NGO,IZO,JAL 4521FDA運航,10:40,11:45,,20260106_20260228
NGO,IZO,JAL 4522FDA運航,12:20,13:20,,20260106_20260228
NGO,IZO,JAL 4521FDA運航,10:40,11:45,,20260301_20260328
NGO,IZO,JAL 4522FDA運航,12:20,13:20,,20260301_20260328
NKM,KCZ,JAL 4377FDA運航,07:35,08:40,,20251026_20260105
NKM,KCZ,JAL 4378FDA運航,19:25,20:25,,20251026_20260105
NKM,KCZ,JAL 4377FDA運航,07:35,08:40,,20260106_20260228
NKM,KCZ,JAL 4378FDA運航,19:25,20:25,,20260106_20260228
NKM,KCZ,JAL 4377FDA運航,07:35,08:40,,20260301_20260328
NKM,KCZ,JAL 4378FDA運航,19:25,20:25,,20260301_20260328
OKI,ITM,JAL 2332J-AIR運航,16:05,16:45,,20251026_20260105
OKI,ITM,JAL 2331J-AIR運航,14:45,15:35,,20251026_20260105
OKI,ITM,JAL 2332J-AIR運航,16:05,16:45,,20260106_20260228
OKI,ITM,JAL 2331J-AIR運航,14:45,15:35,,20260106_20260228
OKI,ITM,JAL 2332J-AIR運航,16:00,16:40,,20260301_20260328
OKI,ITM,JAL 2331J-AIR運航,14:40,15:30,,20260301_20260328
OKI,IZO,JAL 3434JAC運航,10:00,10:30,,20251026_20260105
OKI,IZO,JAL 3433JAC運航,09:00,09:30,,20251026_20260105
OKI,IZO,JAL 3434JAC運航,10:00,10:30,,20260106_20260228
OKI,IZO,JAL 3433JAC運航,09:00,09:30,,20260106_20260228
OKI,IZO,JAL 3434JAC運航,10:00,10:30,,20260301_20260328
OKI,IZO,JAL 3433JAC運航,09:00,09:30,,20260301_20260328
IZO,FSZ,JAL 4336FDA運航,11:10,12:20,,20251026_20260105
IZO,FSZ,JAL 4337FDA運航,09:05,10:25,,20251026_20260105
IZO,FSZ,JAL 4336FDA運航,11:10,12:20,,20260106_20260228
IZO,FSZ,JAL 4337FDA運航,09:05,10:25,,20260106_20260228
IZO,FSZ,JAL 4336FDA運航,11:10,12:20,,20260301_20260328
IZO,FSZ,JAL 4337FDA運航,09:05,10:25,,20260301_20260328
IZO,NGO,JAL 4522FDA運航,12:20,13:20,,20251026_20260105
IZO,NGO,JAL 4521FDA運航,10:40,11:45,,20251026_20260105
IZO,NGO,JAL 4522FDA運航,12:20,13:20,,20260106_20260228
IZO,NGO,JAL 4521FDA運航,10:40,11:45,,20260106_20260228
IZO,NGO,JAL 4522FDA運航,12:20,13:20,,20260301_20260328
IZO,NGO,JAL 4521FDA運航,10:40,11:45,,20260301_20260328
IZO,OKI,JAL 3433JAC運航,09:00,09:30,,20251026_20260105
IZO,OKI,JAL 3434JAC運航,10:00,10:30,,20251026_20260105
IZO,OKI,JAL 3433JAC運航,09:00,09:30,,20260106_20260228
IZO,OKI,JAL 3434JAC運航,10:00,10:30,,20260106_20260228
IZO,OKI,JAL 3433JAC運航,09:00,09:30,,20260301_20260328
IZO,OKI,JAL 3434JAC運航,10:00,10:30,,20260301_20260328
HIJ,CTS,JAL 3403,10:55,12:50,12月1日～1月5日5分遅発,20251026_20260105
HIJ,CTS,JAL 3406,15:00,17:10,12月1日～1月5日5分遅着,20251026_20260105
HIJ,CTS,JAL 3403,11:00,12:55,,20260106_20260228
HIJ,CTS,JAL 3406,15:00,17:15,,20260106_20260228
HIJ,CTS,JAL 3403,11:00,12:55,,20260301_20260328
HIJ,CTS,JAL 3406,15:00,17:10,,20260301_20260328
KCZ,NKM,JAL 4378FDA運航,19:25,20:25,,20251026_20260105
KCZ,NKM,JAL 4377FDA運航,07:35,08:40,,20251026_20260105
KCZ,NKM,JAL 4378FDA運航,19:25,20:25,,20260106_20260228
KCZ,NKM,JAL 4377FDA運航,07:35,08:40,,20260106_20260228
KCZ,NKM,JAL 4378FDA運航,19:25,20:25,,20260301_20260328
KCZ,NKM,JAL 4377FDA運航,07:35,08:40,,20260301_20260328
MYJ,KOJ,JAL 3686JAC運航,20:20,21:20,,20251026_20260105
MYJ,KOJ,JAL 3687JAC運航,18:55,19:50,,20251026_20260105
MYJ,KOJ,JAL 3686JAC運航,20:20,21:20,,20260106_20260228
MYJ,KOJ,JAL 3687JAC運航,18:55,19:50,,20260106_20260228
MYJ,KOJ,JAL 3686JAC運航,20:20,21:20,,20260301_20260328
MYJ,KOJ,JAL 3687JAC運航,18:55,19:50,,20260301_20260328
KMJ,AXJ,JAL 3873AMX運航,14:50,15:15,,20251026_20260105
KMJ,AXJ,JAL 3872AMX運航,09:55,10:15,,20251026_20260105
KMJ,AXJ,JAL 3873AMX運航,14:50,15:15,1月7・13日・2月26日運休,20260106_20260228
KMJ,AXJ,JAL 3872AMX運航,09:55,10:15,1月7・13日・2月26日運休,20260106_20260228
KMJ,AXJ,JAL 3873AMX運航,14:50,15:15,,20260301_20260328
KMJ,AXJ,JAL 3872AMX運航,09:55,10:15,,20260301_20260328
AXJ,KMJ,JAL 3872AMX運航,09:55,10:15,,20251026_20260105
AXJ,KMJ,JAL 3873AMX運航,14:50,15:15,,20251026_20260105
AXJ,KMJ,JAL 3872AMX運航,09:55,10:15,1月7・13日・2月26日運休,20260106_20260228
AXJ,KMJ,JAL 3873AMX運航,14:50,15:15,1月7・13日・2月26日運休,20260106_20260228
AXJ,KMJ,JAL 3872AMX運航,09:55,10:15,,20260301_20260328
AXJ,KMJ,JAL 3873AMX運航,14:50,15:15,,20260301_20260328
KOJ,FUK,JAL 3654JAC運航,15:55,16:55,,20251026_20260105
KOJ,FUK,JAL 3653JAC運航,14:20,15:15,,20251026_20260105
KOJ,FUK,JAL 3654JAC運航,15:55,16:55,,20260106_20260228
KOJ,FUK,JAL 3653JAC運航,14:20,15:15,,20260106_20260228
KOJ,FUK,JAL 3654JAC運航,15:55,16:55,,20260301_20260328
KOJ,FUK,JAL 3653JAC運航,14:20,15:15,,20260301_20260328
KOJ,FSZ,JAL 4306FDA運航,14:25,15:50,,20251026_20260105
KOJ,FSZ,JAL 4305FDA運航,12:05,13:55,,20251026_20260105
KOJ,FSZ,JAL 4306FDA運航,14:25,15:50,,20260106_20260228
KOJ,FSZ,JAL 4305FDA運航,12:05,13:55,,20260106_20260228
KOJ,FSZ,JAL 4306FDA運航,14:25,15:50,,20260301_20260328
KOJ,FSZ,JAL 4305FDA運航,12:05,13:55,,20260301_20260328
KOJ,MYJ,JAL 3687JAC運航,18:55,19:50,,20251026_20260105
KOJ,MYJ,JAL 3686JAC運航,20:20,21:20,,20251026_20260105
KOJ,MYJ,JAL 3687JAC運航,18:55,19:50,,20260106_20260228
KOJ,MYJ,JAL 3686JAC運航,20:20,21:20,,20260106_20260228
KOJ,MYJ,JAL 3687JAC運航,18:55,19:50,,20260301_20260328
KOJ,MYJ,JAL 3686JAC運航,20:20,21:20,,20260301_20260328
KUM,ITM,JAL 2450JAC運航,14:40,16:15,1月1～5日5分早着,20251026_20260105
KUM,ITM,JAL 2451JAC運航,11:25,13:15,,20251026_20260105
KUM,ITM,JAL 2450JAC運航,14:40,16:15,1月6～31日5分早着,20260106_20260228
KUM,ITM,JAL 2451JAC運航,11:25,13:15,,20260106_20260228
KUM,ITM,JAL 2450JAC運航,14:40,16:15,,20260301_20260328
KUM,ITM,JAL 2451JAC運航,11:25,13:15,,20260301_20260328
KUM,FUK,JAL 3676JAC運航,12:25,13:40,,20251026_20260105
KUM,FUK,JAL 3673JAC運航,12:55,14:10,,20251026_20260105
KUM,FUK,JAL 3676JAC運航,12:25,13:40,,20260106_20260228
KUM,FUK,JAL 3673JAC運航,12:55,14:10,,20260106_20260228
KUM,FUK,JAL 3676JAC運航,12:25,13:40,,20260301_20260328
KUM,FUK,JAL 3673JAC運航,12:55,14:10,,20260301_20260328
ASJ,HND,JAL 658,14:30,16:25,,20251026_20260105
ASJ,HND,JAL 659,11:15,13:35,12月1日～1月5日10分遅着,20251026_20260105
ASJ,HND,JAL 658,14:30,16:25,,20260106_20260228
ASJ,HND,JAL 659,11:15,13:45,,20260106_20260228
ASJ,HND,JAL 658,14:25,16:25,,20260301_20260328
ASJ,HND,JAL 659,11:15,13:35,,20260301_20260328
ASJ,FUK,JAL 3684J-AIR運航,18:10,19:35,12月1日～1月5日5分遅発,20251026_20260105
ASJ,FUK,JAL 3681J-AIR運航,07:05,08:15,12月1日～1月5日5分遅着,20251026_20260105
ASJ,FUK,JAL 3684J-AIR運航,18:15,19:40,,20260106_20260228
ASJ,FUK,JAL 3681J-AIR運航,07:05,08:20,,20260106_20260228
ASJ,FUK,JAL 3684J-AIR運航,18:10,19:35,,20260301_20260328
ASJ,FUK,JAL 3681J-AIR運航,07:05,08:15,,20260301_20260328
ASJ,OKA,JAL 3867JAC運航,13:50,14:50,,20251026_20260105
ASJ,OKA,JAL 3867JAC運航,13:50,14:50,,20260106_20260228
ASJ,OKA,JAL 3867JAC運航,13:50,14:50,,20260301_20260328
ASJ,RNJ,JAL 3861JAC運航,11:15,12:00,,20251026_20260105
ASJ,RNJ,JAL 3861JAC運航,11:15,12:00,,20260106_20260228
ASJ,RNJ,JAL 3861JAC運航,11:15,12:00,,20260301_20260328
TKN,OKE,JAL 3711JAC運航,12:00,12:25,,20251026_20260105
TKN,OKE,JAL 3710JAC運航,15:50,16:10,,20251026_20260105
TKN,OKE,JAL 3711JAC運航,12:00,12:25,,20260106_20260228
TKN,OKE,JAL 3710JAC運航,15:50,16:10,,20260106_20260228
TKN,OKE,JAL 3711JAC運航,12:00,12:25,,20260301_20260328
TKN,OKE,JAL 3710JAC運航,15:50,16:10,,20260301_20260328
OKE,OKA,JAL 3716JAC運航,12:55,13:45,,20251026_20260105
OKE,OKA,JAL 3715JAC運航,14:30,15:15,,20251026_20260105
OKE,OKA,JAL 3716JAC運航,12:55,13:45,,20260106_20260228
OKE,OKA,JAL 3715JAC運航,14:30,15:15,,20260106_20260228
OKE,OKA,JAL 3716JAC運航,12:55,13:45,,20260301_20260328
OKE,OKA,JAL 3715JAC運航,14:30,15:15,,20260301_20260328
OKE,TKN,JAL 3710JAC運航,15:50,16:10,,20251026_20260105
OKE,TKN,JAL 3711JAC運航,12:00,12:25,,20251026_20260105
OKE,TKN,JAL 3710JAC運航,15:50,16:10,,20260106_20260228
OKE,TKN,JAL 3711JAC運航,12:00,12:25,,20260106_20260228
OKE,TKN,JAL 3710JAC運航,15:50,16:10,,20260301_20260328
OKE,TKN,JAL 3711JAC運航,12:00,12:25,,20260301_20260328
RNJ,ASJ,JAL 3861JAC運航,11:15,12:00,,20251026_20260105
RNJ,ASJ,JAL 3861JAC運航,11:15,12:00,,20260106_20260228
RNJ,ASJ,JAL 3861JAC運航,11:15,12:00,,20260301_20260328
MMY,HND,JAL 934JTA運航,14:55,17:35,10月26日5分早発10月26日・12月26日～1月4日JAL運航12月1～25日・1月5日5分遅発(到着は同時刻)12月26日～1月4日5分早着,20251026_20260105
MMY,HND,JAL 933JTA運航,10:45,14:05,1月5日5分遅発10分遅着10月26日5分遅発(到着は同時刻)10月26日・12月26日～1月4日JAL運航12月1～25日10分遅着12月26日～1月4日5分遅着,20251026_20260105
MMY,HND,JAL 934JTA運航,15:00,17:35,,20260106_20260228
MMY,HND,JAL 933JTA運航,10:50,14:20,1月6～31日5分早着,20260106_20260228
MMY,HND,JAL 934,14:50,17:25,3月1～12日5分遅発10分遅着,20260301_20260328
MMY,HND,JAL 933,10:50,14:05,3月1～12日10分遅着,20260301_20260328
